protein,l2FC,Q1,Q3,p,padj
Nfu_g_1_010950,-0.5115829155251461,-0.7470429249370767,-0.17262016661847213,0.09523809523809523,0.28937728937728935
Nfu_g_1_011029,-0.6498428525964233,-1.1023835040207572,-0.4449824357874945,0.09523809523809523,0.28937728937728935
Nfu_g_1_011088,0.16657245646305086,-0.5985191198275004,0.6584373192723696,0.5476190476190477,0.6959019532746075
Nfu_g_1_011208,-0.46394560519656025,-0.7689764605533256,0.13405537942181311,0.42063492063492064,0.6078687572590011
Nfu_g_1_011468,0.24957088570189967,0.11015324486969647,1.0819888630020102,0.09523809523809523,0.28937728937728935
Nfu_g_1_012051,-1.1155311282362756,-1.4715816053061381,-0.6455244722368612,0.007936507936507936,0.08956916099773243
Nfu_g_1_012083,1.9088030226055857,0.959916779298954,2.0857168599445615,0.15079365079365079,0.33874971789663727
Nfu_g_1_013095,-0.8128224828383672,-1.3969814168045538,-0.5306650702642735,0.031746031746031744,0.16535845107273678
Nfu_g_1_013385,-1.0965245359377178,-1.4780909122685024,-0.311253455112368,0.15079365079365079,0.33874971789663727
Nfu_g_1_013635,1.0896725053635095,0.807695289771992,1.4666077954240961,0.05555555555555555,0.21944444444444444
Nfu_g_1_013679,0.5066682943542915,-0.012661565886570969,0.6714088018675959,0.30952380952380953,0.5024461839530333
Nfu_g_1_013706,-0.679528569260782,-0.8118522730646553,0.046072283013739224,0.42063492063492064,0.6078687572590011
Nfu_g_1_014152,-0.12685624011346164,-0.7991484397023569,0.20611627768386143,0.6904761904761905,0.8081128747795414
