protein,l2FC,Q1,Q3,p,padj
ALAS1,-0.9099518314788853,-1.2540519190169794,-0.13517559661653866,0.2857142857142857,0.3744986862121421
ALAS2,-1.3000879566719217,-2.0068463038246644,-0.38181496801958037,0.19047619047619047,0.2713073447346538
ALDH16A1,-0.06015170701157402,-0.11654812976326667,0.07367425500326608,0.5555555555555556,0.6406252957096084
ALDH18A1,0.008166809593188162,-0.17916472035103492,0.054958113412330256,0.7301587301587302,0.7914144417506569
ALDH1A2,0.04966428222338237,-0.2940340959470982,0.14934088458810724,0.9047619047619047,0.9272234476594151
ALDH1L2,-0.38784239900880735,-0.6508228972420707,-0.016953301924881536,0.2857142857142857,0.3744986862121421
ALDH2,0.6449871097792617,0.3825990406902502,0.7156451701182069,0.015873015873015872,0.03882236902468116
ALDH3A2B,4.331194037234809e-4,-0.1487462563846842,0.36109629472877725,0.9047619047619049,0.9272234476594151
ALDH4A1,0.08732354406719267,-0.6007736948968629,0.3080685958249463,0.9047619047619049,0.9272234476594151
ALDH5A1,0.10002489857325969,0.004847056723908949,0.3038019952203763,0.2857142857142857,0.3744986862121421
ALDH6A1,0.08328751245667121,-0.2211571925951823,0.28902121451937735,1,1
ALDH7A1,0.24603517839286226,0.20588379609022045,0.36440490760541433,0.015873015873015872,0.03882236902468116
ALDH8A1,0.4888643191946578,9.333075064779095e-4,0.6262642166560566,0.2857142857142857,0.3744986862121421
ALDH9A1,0.409866670891315,0.312621332309134,0.44170072032783736,0.015873015873015872,0.03882236902468116
ALDH9A1B,0.56161453023363,0.42722372141089515,0.7299272391065541,0.015873015873015872,0.03882236902468116
ALDOAA,-0.22354446561217145,-0.6803976899658144,0.38070444711955,0.4126984126984127,0.5053297619765336
ALDOB,-1.2489242704900363,-1.5005763316751661,-0.8022889837141376,0.015873015873015872,0.03882236902468116
ALDOCB,0.2566883584093098,-0.0643537673731247,0.3147163014354284,0.7301587301587302,0.7914144417506569
ALG1,0.9382514600820926,0.8061484138394546,1.075775079710625,0.015873015873015872,0.03882236902468116
ALG11,0.6116705161813059,0.5488475403911366,0.7350550171430861,0.015873015873015872,0.03882236902468116
ALG12,0.4669805392066628,0.34314340023432965,0.6203621725674839,0.015873015873015872,0.03882236902468116
ALG2,1.2285863109212798,1.0012596042553774,1.3238173385457515,0.015873015873015872,0.03882236902468116
ALG5,0.668195879643708,0.5128459671097421,0.8020657856115436,0.015873015873015872,0.03882236902468116
ALG9,-0.19745663262880697,-0.21888898355982622,0.2510824291394247,0.9047619047619047,0.9272234476594151
ALKBH5,-0.6153218888075802,-0.8394509555176399,-0.40321730554268154,0.015873015873015872,0.03882236902468116
ALKBH7,-0.013037247583074674,-0.2918776890825967,0.039315932610465065,0.7301587301587302,0.7914144417506569
ALKBH8,0.21777259316079522,-0.01301693397479653,0.8532009976276713,0.4126984126984127,0.5053297619765336
ALMS1,-0.11373510849800361,-0.30861231716314474,-0.012388126211384076,0.2857142857142857,0.3744986862121421
ALOX12,-0.30832023799802144,-0.5337356271888716,0.021029041967646656,0.5555555555555556,0.6406252957096084
ALOX5,0.6034980326332651,0.5004761400663265,0.6776036013541917,0.015873015873015872,0.03882236902468116
ALPK1,-0.3396175395585104,-0.7490693750450559,-0.2506587567561187,0.015873015873015872,0.03882236902468116
ALPL,0.7940282134408179,0.44948427785217593,0.9998073728670542,0.015873015873015872,0.03882236902468116
ALS2,0.7598340013619147,0.596540689971973,0.9827781165187619,0.015873015873015872,0.03882236902468116
ALYREF,-0.2597263336981932,-0.2975287822451582,-0.23337003069074402,0.015873015873015872,0.03882236902468116
